task_pred_id,task_id,pred_task_id,proj_id,pred_proj_id,pred_type,lag_hr_cnt,comments,float_path,aref,arls
228414687,100230062,100230058,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414688,100230059,100230061,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414689,100230057,100229999,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-26 07:00
228414690,100230057,100230002,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-26 07:00
228414691,100230162,100230147,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-19 07:00
228414692,100230164,100230189,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414693,100230337,100230315,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-10-16 07:00
228414694,100230366,100230315,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-10-16 07:00
228414695,100230362,100230312,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414696,100230982,100230980,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414697,100230983,100230984,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-25 17:00
228414698,100230980,100230983,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414699,100230979,100230978,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-25 17:00
228414700,100230978,100230930,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414701,100231675,100231674,122698,122698,PR_FF,50,,,2025-11-20 07:00,2025-12-05 17:00
228414702,100231676,100231677,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414703,100231675,100231676,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414704,100231677,100231673,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414705,100231673,100231670,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414706,100231674,100231676,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414707,100231859,100231858,122698,122698,PR_FF,50,,,2025-11-20 07:00,2025-12-05 17:00
228414708,100231860,100231861,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414709,100231859,100231860,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 07:00
228414710,100231861,100231857,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414711,100231858,100231860,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414712,100231857,100231856,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414713,100231997,100231996,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-21 07:00
228414714,100232002,100231996,122698,122698,PR_FF,10,,,2025-11-20 17:00,2025-11-21 07:00
228414715,100232001,100232002,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-21 07:00
228414716,100231998,100232001,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-21 07:00
228414717,100231996,100231943,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-19 07:00
228414718,100232003,100232000,122698,122698,PR_FS,0,,,2025-12-01 17:00,2025-12-02 07:00
228414719,100231958,100231983,122698,122698,PR_FF,20,,,2025-11-20 17:00,2025-12-05 17:00
228414720,100230567,100230558,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414721,100229355,100228184,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-06-13 08:00
228414722,100232149,100232148,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414723,100232154,100232148,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414724,100232153,100232154,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414725,100232154,100232149,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414726,100232150,100232153,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414727,100232146,100232113,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-09-30 07:00
228414728,100232130,100232146,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 07:00
228414729,100232147,100232130,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-13 07:00
228414730,100232152,100232147,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-02 07:00
228414731,100232159,100232157,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-25 07:00
228414732,100232160,100232161,122698,122698,PR_SS,40,,,2025-11-20 17:00,2025-11-25 07:00
228414733,100232157,100232160,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-25 07:00
228414734,100232162,100232159,122698,122698,PR_FS,0,,,2025-11-25 17:00,2025-12-02 07:00
228414735,100232123,100232143,122698,122698,PR_FF,30,,,2025-11-20 17:00,2025-12-05 17:00
228414736,100232340,100232338,122698,122698,PR_FS,0,,,2025-11-25 17:00,2025-12-01 07:00
228414737,100232340,100232342,122698,122698,PR_FS,0,,,2025-11-26 17:00,2025-12-01 07:00
228414738,100232335,100232285,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-09-30 07:00
228414739,100232302,100232335,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414740,100232336,100232302,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414741,100232337,100232336,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414742,100232347,100232345,122698,122698,PR_FF,50,,,2025-11-20 07:00,2025-12-05 17:00
228414743,100232344,100232343,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414744,100232349,100232343,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414745,100232348,100232349,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414746,100232349,100232344,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414747,100232345,100232348,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414748,100232292,100232332,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-10 07:00
228414749,100228868,100228876,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 17:00
228414750,100228870,100228901,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-04 17:00
228414751,100229026,100229056,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414752,100229201,100229227,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-01 07:00
228414753,100229896,100229838,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-26 07:00
228414754,100228240,100228188,122698,122698,PR_SS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414755,100227645,100228342,122698,122698,PR_FF,0,,,2025-11-20 17:00,2025-12-05 17:00
228414756,100228299,100228342,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414757,100228342,100228240,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414758,100228396,100228342,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414759,100228342,100228295,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-12-05 17:00
228414760,100230364,100230326,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-06-13 08:00
228414761,100228230,100232883,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-03 07:00
228414762,100228331,100228286,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414763,100228386,100228331,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414764,100228435,100228386,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414765,100228144,100228093,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414766,100228144,100228139,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414767,100228191,100228185,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414768,100228191,100228144,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414769,100228343,100228338,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414770,100228343,100228296,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
228414771,100228398,100228392,122698,122698,PR_FS,0,,,2025-11-20 17:00,2025-11-24 07:00
